Cell line,Normal/Cancer DPD,Luminal/Basal DPD
MDAMB436_full_full_A,0.27515303684126663,0.2665204068976823
MDAMB436_full_full_B,0.406781982206736,0.1802734972817131
HCC2157_full_full_B,2.121430252530614,0.06357878409778714
HCC2157_full_full_A,3.740728557982463,-0.7286529468212543
MX1_full_full_A,0.964017056273492,0.6205993999314696
MFM223_full_full_B,5.737834586722246,-0.39451822805869247
MX1_full_full_B,1.1524990389096987,0.3887018771795704
MFM223_full_full_A,5.4949183605672856,-0.821058767241709
LY2_full_full_A,1.7795247471395808,-1.1834254995196969
MPE600_full_full_A,3.377322658022533,-0.5398294998428707
LY2_full_full_B,1.2400948849224895,-0.6902859162701483
MPE600_full_full_B,2.687677677145054,-0.7042699882344118
OCUBM_full_full_A,2.5932227695975416,-0.38861517212445207
184B5_full_full_A,-0.7891142747632384,1.2228097502732083
OCUBM_full_full_B,1.8359013187595956,-0.38916642667096024
184B5_full_full_B,-0.27512260725932164,0.4119818514129966
UACC812_full_full_A,2.334197611592399,-0.39506468733493194
UACC812_full_full_B,1.1156274271418152,-1.278104602165101
ZR751_full_full_B,2.4572359781121005,-0.8044695464754857
ZR751_full_full_A,4.510324827115321,-0.45623122621608553
UACC893_full_full_A,4.114511000967245,-0.41075504662133927
UACC893_full_full_B,3.42985825148581,-0.9224708836982192
T47D_full_full_A,1.30166122504766,-0.9089054041668847
T47D_full_full_B,1.8931542168052864,-1.01369096838006
ZR75B_full_full_B,2.229540297697198,-1.0868314998372226
ZR75B_full_full_A,2.712136223466341,-1.1453252670837508
CAL851_full_full_A,0.2750719905623775,2.1484261159821023
CAL851_full_full_B,0.366636222417131,1.2597815101752967
